Continent	Extant	Order	Family	Genus	Species	Age	Weight (g)
Insular	extant	Insectivora	Tenrecidae	Microgale	parvula	0.53	3.4
Insular	extant	Insectivora	Tenrecidae	Microgale	principula	1.01	10.2
Insular	extant	Insectivora	Tenrecidae	Microgale	pusilla	0.53	3.4
Insular	extant	Insectivora	Tenrecidae	Microgale	soricoides	1.27	18.7
Insular	extant	Insectivora	Tenrecidae	Microgale	taiva	1.09	12.4
Insular	extant	Insectivora	Tenrecidae	Microgale	talazaci	1.57	37
Insular	extant	Insectivora	Tenrecidae	Microgale	thomasi	1.36	22.9
Insular	extant	Insectivora	Tenrecidae	Oryzorictes	talpoides	1.54	35
Insular	extant	Insectivora	Tenrecidae	Oryzorictes	hova	1.56	36.5
Insular	extant	Insectivora	Tenrecidae	Oryzorictes	tetradactylus	1.56	36
Insular	extant	Insectivora	Tenrecidae	Setifer	setosus	2.47	294
Insular	extant	Insectivora	Tenrecidae	Setifer	setosus	2.33	212.8
Insular	extant	Insectivora	Tenrecidae	Tenrec	ecaudatus	2.94	868
Insular	extant	Insectivora	Tenrecidae	Tenrec	ecaudatus	2.7	500
Insular	extant	Lagomorpha	Leporidae	Lepus	brachyurus		
Insular	extant	Lagomorpha	Leporidae	Lepus	hainanus		
Insular	extant	Lagomorpha	Leporidae	Lepus	insularis		
Insular	extant	Lagomorpha	Leporidae	Lepus	sinensis		
Insular	extant	Lagomorpha	Leporidae	Lepus	nigricollis	3.4	2497
Insular	extant	Lagomorpha	Leporidae	Nesolagus	netscheri		
Insular	extant	Lagomorpha	Leporidae	Pentalagus	furnessi		
Insular	extant	Lagomorpha	Leporidae	Sylvilagus	mansuetus		
Insular	extant	Lagomorpha	Ochotonidae	Ochotona	hyperborea		
Insular	historical	Lagomorpha	Ochotonidae	Prolagus	sardus		
Insular	extant	Monotremata	Tachyglossidae	Tachyglossus	aculeatus	3.19	1550
Insular	extant	Monotremata	Tachyglossidae	Zaglossus	bruijnii	3.89	7800
Insular	extant	Peramelemorphia	Peramelidae	Isoodon	macrourus	3.2	1600
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	kalubu	2.84	695
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	davidi	2.98	950
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	kalubu	2.84	693
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	clara	3.09	1236.5
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	echinista	3	1000
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	kalubu	2.98	958.5
Insular	extant	Peramelemorphia	Peroryctidae	Echymipera	rufescens	3.04	1100
Insular	extant	Peramelemorphia	Peroryctidae	Microperoryctes	longicauda	2.73	538
Insular	extant	Peramelemorphia	Peroryctidae	Microperoryctes	murina		
Insular	extant	Peramelemorphia	Peroryctidae	Microperoryctes	papuensis	2.2	158
Insular	extant	Peramelemorphia	Peroryctidae	Peroryctes	broadbenti	3.68	4800
Insular	extant	Peramelemorphia	Peroryctidae	Peroryctes	raffrayana	2.92	838.5
Insular	extant	Peramelemorphia	Peroryctidae	Rhynchomeles	prattorum		
Insular	extant	Perissodactyla	Rhinocerotidae	Dicerorhinus	sumatrensis	6.1	1266667
Insular	extinct	Perissodactyla	Tapiridae	Tapirus	indicus	5.47	296250
Insular	extant	Pholidota	Manidae	Manis	crassicaudata	4.11	13014.7
Insular	historical	Primates	Archaeolemuridae	Archaeolemur	edwardsi	4.3	20000
Insular	historical	Primates	Archaeolemuridae	Archaeolemur	majori	4.3	20000
Insular	extinct	Primates	Archaeolemuridae	Hadropithecus	stenognathus	4.23	17000
Insular	extant	Primates	Callitrichidae	Leontopithecus	caissara	2.76	572
Insular	extant	Primates	Cebidae	Alouatta	coibensis		
Insular	extant	Primates	Cercopithecidae	Macaca	nigra	3.81	6400
Insular	extant	Primates	Cercopithecidae	Macaca	sinica	3.56	3590
Insular	extant	Primates	Cercopithecidae	Macaca	fuscata	4.02	10400
Insular	extant	Primates	Cercopithecidae	Macaca	maura	3.86	7300
Insular	extant	Primates	Cercopithecidae	Macaca	fascicularis	3.68	4750
Insular	extant	Primates	Cercopithecidae	Macaca	nemestrina	3.81	6500
Insular	extant	Primates	Cercopithecidae	Macaca	cyclopis	3.78	6000
Insular	extant	Primates	Cercopithecidae	Macaca	ochreata	3.41	2600
Insular	extant	Primates	Cercopithecidae	Macaca	tonkeana	3.95	9000
Insular	extant	Primates	Cercopithecidae	Nasalis	larvatus	3.95	9000
Insular	extant	Primates	Cercopithecidae	Nasalis	concolor	3.85	7100
Insular	extant	Primates	Cercopithecidae	Presbytis	melalophos	3.8	6300
Insular	extant	Primates	Cercopithecidae	Presbytis	comata	3.8	6250
Insular	extant	Primates	Cercopithecidae	Presbytis	potenziani	3.81	6450
Insular	extant	Primates	Cercopithecidae	Presbytis	rubicunda	3.8	6300
Insular	extant	Primates	Cercopithecidae	Presbytis	hosei	3.81	6500
Insular	extant	Primates	Cercopithecidae	Presbytis	frontata	3.78	6050
Insular	extant	Primates	Cercopithecidae	Presbytis	femoralis	3.85	7000
Insular	extant	Primates	Cercopithecidae	Presbytis	thomasi	3.83	6690
Insular	extant	Primates	Cercopithecidae	Pygathrix	nemaeus	3.92	8310
Insular	extant	Primates	Cercopithecidae	Semnopithecus	entellus	4.04	11009.5
Insular	extant	Primates	Cercopithecidae	Semnopithecus	entellus	3.96	9080
Insular	extant	Primates	Cercopithecidae	Trachypithecus	auratus		
Insular	extant	Primates	Cercopithecidae	Trachypithecus	vetulus	3.95	8830
Insular	extant	Primates	Cercopithecidae	Trachypithecus	johnii	4.02	10442
Insular	extant	Primates	Cheirogaleidae	Allocebus	trichotis	1.89	77.5
Insular	extant	Primates	Cheirogaleidae	Cheirogaleus	major	2.65	450
Insular	extant	Primates	Cheirogaleidae	Cheirogaleus	major	2.65	450
Insular	extant	Primates	Cheirogaleidae	Cheirogaleus	medius	2.26	181
Insular	extant	Primates	Cheirogaleidae	Cheirogaleus	medius	2.26	181
Insular	extant	Primates	Cheirogaleidae	Microcebus	coquereli	2.49	308
Insular	extant	Primates	Cheirogaleidae	Microcebus	murinus	1.84	69
Insular	extant	Primates	Cheirogaleidae	Microcebus	murinus	1.84	69
Insular	extant	Primates	Cheirogaleidae	Microcebus	myoxinus	1.48	30
Insular	extant	Primates	Cheirogaleidae	Microcebus	ravelobensis	1.74	55
Insular	extant	Primates	Cheirogaleidae	Microcebus	rufus	1.63	42.5
Insular	extant	Primates	Cheirogaleidae	Mirza	coquereli	2.49	308
Insular	extant	Primates	Cheirogaleidae	Phaner	furcifer	2.6	400
Insular	extant	Primates	Cheirogaleidae	Phaner	furcifer	2.6	400
Insular	extant	Primates	Daubentoniidae	Daubentonia	madagascariensis	3.4	2500
Insular	extant	Primates	Daubentoniidae	Daubentonia	madagascariensis	3.4	2500
Insular	extinct	Primates	Daubentoniidae	Daubentonia	robusta	4	10000
Insular	extant	Primates	Hominidae	Pongo	pygmaeus	4.57	37000
Insular	extant	Primates	Hylobatidae	Hylobates	muelleri	3.78	6000
Insular	extant	Primates	Hylobatidae	Hylobates	klossii	3.76	5800
Insular	extant	Primates	Hylobatidae	Hylobates	concolor	3.83	6684.5
Insular	extant	Primates	Indridae	Avahi	laniger	2.95	900
Insular	extant	Primates	Indridae	Avahi	laniger	2.95	900
Insular	extant	Primates	Indridae	Avahi	occidentalis	2.9	800
Insular	extant	Primates	Indridae	Indri	indri	3.9	8000
Insular	extant	Primates	Indridae	Indri	indri	3.9	8000
Insular	extant	Primates	Indridae	Propithecus	verreauxi	3.54	3480
Insular	extant	Primates	Indridae	Propithecus	diadema	3.88	7500
Insular	extant	Primates	Indridae	Propithecus	tattersalli	3.54	3500
Insular	extant	Primates	Lemuridae	Eulemur	fulvus	3.5	3150
Insular	extant	Primates	Lemuridae	Eulemur	macaco	3.31	2040
Insular	extant	Primates	Lemuridae	Eulemur	mongoz	3.2	1600
Insular	extant	Primates	Lemuridae	Eulemur	rubriventer	3.15	1400
Insular	extant	Primates	Lemuridae	Eulemur	coronatus	3.22	1650
Insular	extant	Primates	Lemuridae	Hapalemur	griseus	2.9	800
Insular	extant	Primates	Lemuridae	Hapalemur	griseus	3.3	2000
Insular	extant	Primates	Lemuridae	Hapalemur	aureus	3.2	1575
Insular	extant	Primates	Lemuridae	Hapalemur	simus	3.37	2350
Insular	extant	Primates	Lemuridae	Lemur	catta	3.46	2900
Insular	historical	Primates	Lemuridae	Pachylemur	isignis	3.95	9000
Insular	historical	Primates	Lemuridae	Pachylemur	jullyi	3.95	9000
Insular	extant	Primates	Lemuridae	Varecia	variegata	3.59	3850
Insular	extant	Primates	Lemuridae	Varecia	variegata	3.59	3850
Insular	extant	Primates	Loridae	Loris	tardigradus	2.38	239.3
Insular	extant	Primates	Loridae	Nycticebus	coucang	2.62	420
Insular	extant	Primates	Megaladapidae	Lepilemur	mustelinus	2.89	773
Insular	extant	Primates	Megaladapidae	Lepilemur	mustelinus	2.89	773
Insular	extant	Primates	Megaladapidae	Lepilemur	ruficaudatus	2.88	750
Insular	extant	Primates	Megaladapidae	Lepilemur	leucopus	2.85	700
Insular	extant	Primates	Megaladapidae	Lepilemur	dorsalis	2.7	500
Insular	extant	Primates	Megaladapidae	Lepilemur	edwardsi	2.85	700
Insular	extant	Primates	Megaladapidae	Lepilemur	leucopus	2.78	600
Insular	extant	Primates	Megaladapidae	Lepilemur	microdon	2.95	900
Insular	extant	Primates	Megaladapidae	Lepilemur	ruficaudatus	2.81	650
Insular	extant	Primates	Megaladapidae	Lepilemur	septentrionalis	2.88	750
Insular	historical	Primates	Megaladapidae	Megaladapis	edwardsi	4.88	75000
Insular	historical	Primates	Megaladapidae	Megaladapis	grandidieri	4.72	52500
Insular	historical	Primates	Megaladapidae	Megaladapis	madagascariensis	4.72	52500
Insular	extinct	Primates	Palaeopropithecidae	Archaeoindris	fontoynontii	5.3	200000
Insular	extinct	Primates	Palaeopropithecidae	Babakotia	radofilai	4.18	15000
Insular	extinct	Primates	Palaeopropithecidae	Mesopropithecus	dolichobrachion	4	10000
Insular	extinct	Primates	Palaeopropithecidae	Mesopropithecus	globiceps	4	10000
Insular	extinct	Primates	Palaeopropithecidae	Mesopropithecus	prithecoides	4	10000
Insular	extinct	Primates	Palaeopropithecidae	Palaeopropithecus	ingens	4.68	47500
Insular	extinct	Primates	Palaeopropithecidae	Palaeopropithecus	maximus	4.68	47500
Insular	extant	Primates	Tarsiidae	Tarsius	pumilus		
Insular	extant	Primates	Tarsiidae	Tarsius	syrichta	2.02	104
Insular	extant	Primates	Tarsiidae	Tarsius	spectrum	2.3	200
Insular	extant	Primates	Tarsiidae	Tarsius	bancanus	2.04	110.5
Insular	extant	Primates	Tarsiidae	Tarsius	dianae	2.03	107
Insular	extant	Proboscidea	Elephantidae	Elephas	maximus	6.52	3305120
Insular	extant	Proboscidea	Elephantidae	Elephas	maximus	6.43	2720000
Insular	extant	Rodentia	Capromyidae	Capromys	pilorides	3.75	5650
Insular	extant	Rodentia	Capromyidae	Geocapromys	brownii	3.18	1500
Insular	extant	Rodentia	Capromyidae	Geocapromys	ingrahami	2.9	800
Insular	historical	Rodentia	Capromyidae	Geocapromys	thoracatus	3.18	1500
Insular	extant	Rodentia	Capromyidae	Hexolobodon	phenax		
Insular	extant	Rodentia	Capromyidae	Isolobodon	montanus		
Insular	extant	Rodentia	Capromyidae	Isolobodon	portoricensis		
Insular	extant	Rodentia	Capromyidae	Mesocapromys	angelcabrerai		
Insular	extant	Rodentia	Capromyidae	Mesocapromys	auritus		
Insular	extant	Rodentia	Capromyidae	Mesocapromys	nanus		
Insular	extant	Rodentia	Capromyidae	Mesocapromys	sanfelipensis		
Insular	extant	Rodentia	Capromyidae	Mysateles	garridoi		
Insular	extant	Rodentia	Capromyidae	Mysateles	gundlachi		
Insular	extant	Rodentia	Capromyidae	Mysateles	melanurus		
Insular	extant	Rodentia	Capromyidae	Mysateles	meridionalis		
Insular	extant	Rodentia	Capromyidae	Mysateles	prehensilis		
Insular	extant	Rodentia	Capromyidae	Plagiodontia	aedium	3.1	1267
Insular	historical	Rodentia	Capromyidae	Plagiodontia	araeum		
Insular	historical	Rodentia	Capromyidae	Plagiodontia	ipnaeum		
Insular	historical	Rodentia	Capromyidae	Rhizoplagiodontia	lemkei		
Insular	extant	Rodentia	Ctenodactylidae	Massoutiera	mzabi	2.29	194
Insular	extant	Rodentia	Dasyproctidae	Dasyprocta	coibae		
Insular	extant	Rodentia	Dasyproctidae	Dasyprocta	ruatanica		
Insular	extant	Rodentia	Dipodidae	Salpingotus	pallidus		
Insular	extant	Rodentia	Dipodidae	Sicista	caudata		
Insular	extant	Rodentia	Echimyidae	Boromys	offella		
Insular	extant	Rodentia	Echimyidae	Boromys	torrei		
Insular	extant	Rodentia	Echimyidae	Brotomys	contractus		
Insular	extant	Rodentia	Echimyidae	Brotomys	voratus		
Insular	extant	Rodentia	Echimyidae	Heteropsomys	antillensis		
Insular	extant	Rodentia	Echimyidae	Heteropsomys	insulans		
Insular	extant	Rodentia	Echimyidae	Proechimys	trinitatis		
Insular	extinct	Rodentia	Echimyidae	Puertoricomys	corozalus		
Insular	historical	Rodentia	Erethizontidae	Sphiggurus	pallidus		
Insular	extant	Rodentia	Heptaxodontidae	Amblyrhiza	inundata		
Insular	extant	Rodentia	Heptaxodontidae	Clidomys	osborni		
Insular	extant	Rodentia	Heptaxodontidae	Clidomys	parvus		
Insular	historical	Rodentia	Heptaxodontidae	Elasmodontomys	obliquus	4.14	13700
Insular	historical	Rodentia	Heptaxodontidae	Quemisia	gravis		
Insular	extant	Rodentia	Heteromyidae	Dipodomys	margaritae		
Insular	extant	Rodentia	Heteromyidae	Dipodomys	compactus	1.69	49.3
Insular	extant	Rodentia	Hystricidae	Hystrix	crassispinis		
Insular	extant	Rodentia	Hystricidae	Hystrix	javanica		
Insular	extant	Rodentia	Hystricidae	Hystrix	sumatrae		
Insular	extant	Rodentia	Hystricidae	Hystrix	pumila	3.44	2740
Insular	extant	Rodentia	Hystricidae	Hystrix	indica	4.01	10221.7
Insular	extant	Rodentia	Hystricidae	Hystrix	brachyura	3.9	8000
Insular	extant	Rodentia	Hystricidae	Trichys	fasciculata	3.24	1750
Insular	extant	Rodentia	Muridae	Abditomys	latidens		
Insular	extant	Rodentia	Muridae	Acomys	nesiotes		
Insular	extant	Rodentia	Muridae	Acomys	minous	1.8	62.5
Insular	extant	Rodentia	Muridae	Akodon	hershkovitzi		
Insular	extant	Rodentia	Muridae	Akodon	markhami		
Insular	extant	Rodentia	Muridae	Anisomys	imitator	2.71	510.5
Insular	extant	Rodentia	Muridae	Anonymomys	mindorensis		
Insular	extant	Rodentia	Muridae	Apodemus	argenteus		
Insular	extant	Rodentia	Muridae	Apodemus	semotus		
Insular	extant	Rodentia	Muridae	Apodemus	speciosus		
Insular	extant	Rodentia	Muridae	Apomys	abrae		
Insular	extant	Rodentia	Muridae	Apomys	datae		
Insular	extant	Rodentia	Muridae	Apomys	hylocoetes		
Insular	extant	Rodentia	Muridae	Apomys	insignis		
Insular	extant	Rodentia	Muridae	Apomys	sacobianus		
Insular	extant	Rodentia	Muridae	Apomys	microdon	1.55	35.1
Insular	extant	Rodentia	Muridae	Apomys	musculus	1.33	21.2
Insular	extant	Rodentia	Muridae	Apomys	littoralis	1.49	31
Insular	extant	Rodentia	Muridae	Archboldomys	luzonensis	1.55	35.4
Insular	extant	Rodentia	Muridae	Bandicota	bengalensis	2.36	227
Insular	extant	Rodentia	Muridae	Bandicota	indica	2.97	939.9
Insular	extant	Rodentia	Muridae	Batomys	dentatus		
Insular	extant	Rodentia	Muridae	Batomys	granti	2.25	177.8
Insular	extant	Rodentia	Muridae	Batomys	salomonseni	2.27	187
Insular	extant	Rodentia	Muridae	Brachytarsomys	albicauda	2.3	200
Insular	extant	Rodentia	Muridae	Brachytarsomys	villosa	2.34	220
Insular	extant	Rodentia	Muridae	Brachyuromys	betsileoensis	1.97	92.5
Insular	extant	Rodentia	Muridae	Brachyuromys	ramirohitra	1.95	90
Insular	extant	Rodentia	Muridae	Bullimus	luzonicus		
Insular	extant	Rodentia	Muridae	Bullimus	bagobus	2.64	432.5
Insular	extant	Rodentia	Muridae	Bunomys	andrewsi		
Insular	extant	Rodentia	Muridae	Bunomys	chrysocomus		
Insular	extant	Rodentia	Muridae	Bunomys	coelestis		
Insular	extant	Rodentia	Muridae	Bunomys	fratrorum		
Insular	extant	Rodentia	Muridae	Bunomys	heinrichi		
Insular	extant	Rodentia	Muridae	Bunomys	penitus		
Insular	extant	Rodentia	Muridae	Bunomys	prolatus		
Insular	extant	Rodentia	Muridae	Canariomys	tamarani		
Insular	extant	Rodentia	Muridae	Carpomys	melanurus		
Insular	extant	Rodentia	Muridae	Carpomys	phaeurus		
Insular	extant	Rodentia	Muridae	Celaenomys	silaceus		
Insular	extant	Rodentia	Muridae	Chiropodomys	calamianensis		
Insular	extant	Rodentia	Muridae	Chiropodomys	karlkoopmani		
Insular	extant	Rodentia	Muridae	Chiropodomys	major		
Insular	extant	Rodentia	Muridae	Chiropodomys	muroides		
Insular	extant	Rodentia	Muridae	Chiropodomys	pusillus		
Insular	extant	Rodentia	Muridae	Chiropodomys	gliroides	1.26	18
Insular	extant	Rodentia	Muridae	Chiruromys	forbesi	2.02	105.2
Insular	extant	Rodentia	Muridae	Chiruromys	forbesi	2.02	105.2
Insular	extant	Rodentia	Muridae	Chiruromys	lamia	1.67	47.2
Insular	extant	Rodentia	Muridae	Chiruromys	vates	1.66	45.6
Insular	extant	Rodentia	Muridae	Chrotomys	mindorensis		
Insular	extant	Rodentia	Muridae	Chrotomys	whiteheadi		
Insular	extant	Rodentia	Muridae	Chrotomys	gonzalesi	2.15	140.2
Insular	extant	Rodentia	Muridae	Clethrionomys	sikotanensis		
Insular	extant	Rodentia	Muridae	Coccymys	albidens		
Insular	extant	Rodentia	Muridae	Coccymys	ruemmleri	1.47	29.7
Insular	extant	Rodentia	Muridae	Conilurus	penicillatus	2.19	153.5
Insular	extant	Rodentia	Muridae	Coryphomys	buhleri		
Insular	extant	Rodentia	Muridae	Crateromys	australis		
Insular	extant	Rodentia	Muridae	Crateromys	schadenbergi		
Insular	historical	Rodentia	Muridae	Crateromys	paulus		
Insular	extant	Rodentia	Muridae	Crossomys	moncktoni	2.22	165
Insular	extant	Rodentia	Muridae	Crunomys	celebensis		
Insular	extant	Rodentia	Muridae	Crunomys	fallax		
Insular	extant	Rodentia	Muridae	Crunomys	melanius		
Insular	extant	Rodentia	Muridae	Crunomys	rabori		
Insular	extant	Rodentia	Muridae	Dicrostonyx	exsul		
Insular	extant	Rodentia	Muridae	Dicrostonyx	kilangmiutak		
Insular	extant	Rodentia	Muridae	Dicrostonyx	unalascensis		
Insular	extant	Rodentia	Muridae	Dicrostonyx	vinogradovi		
Insular	extant	Rodentia	Muridae	Diplothrix	legatus		
Insular	extant	Rodentia	Muridae	Echiothrix	leucura		
Insular	extant	Rodentia	Muridae	Eliurus	ellermani	2	100
Insular	extant	Rodentia	Muridae	Eliurus	majori	2	100
Insular	extant	Rodentia	Muridae	Eliurus	minor	1.57	37.5
Insular	extant	Rodentia	Muridae	Eliurus	myoxinus	1.85	70
Insular	extant	Rodentia	Muridae	Eliurus	penicillatus	2	100
Insular	extant	Rodentia	Muridae	Eliurus	petteri	1.88	75
Insular	extant	Rodentia	Muridae	Eliurus	tanala	1.95	90
Insular	extant	Rodentia	Muridae	Eliurus	webbi	1.88	75
Insular	extant	Rodentia	Muridae	Eothenomys	melanogaster		
Insular	extant	Rodentia	Muridae	Eropeplus	canus		
Insular	extant	Rodentia	Muridae	Golunda	ellioti	1.81	65
Insular	extant	Rodentia	Muridae	Gymnuromys	roberti	1.99	97.5
Insular	extant	Rodentia	Muridae	Haeromys	margarettae		
Insular	extant	Rodentia	Muridae	Haeromys	minahassae		
Insular	extant	Rodentia	Muridae	Haeromys	pusillus		
Insular	extant	Rodentia	Muridae	Hybomys	basilii		
Insular	extant	Rodentia	Muridae	Hydromys	neobrittanicus		
Insular	extant	Rodentia	Muridae	Hydromys	chrysogaster	2.55	353.5
Insular	extant	Rodentia	Muridae	Hydromys	habbema		
Insular	extant	Rodentia	Muridae	Hydromys	hussoni		
Insular	extant	Rodentia	Muridae	Hydromys	shawmayeri		
Insular	extant	Rodentia	Muridae	Hyomys	dammermani	2.97	932.5
Insular	extant	Rodentia	Muridae	Hyomys	goliath	2.91	817.5
Insular	extant	Rodentia	Muridae	Hypogeomys	antimena	3.1	1250
Insular	extant	Rodentia	Muridae	Hypogeomys	antimena	3.1	1250
Insular	extinct	Rodentia	Muridae	Hypogeomys	australis		
Insular	extant	Rodentia	Muridae	Kadarsanomys	sodyi		
Insular	extant	Rodentia	Muridae	Komodomys	rintjanus		
Insular	extant	Rodentia	Muridae	Lenomys	meyeri		
Insular	extant	Rodentia	Muridae	Lenothrix	canus	2.18	150
Insular	extant	Rodentia	Muridae	Leopoldamys	siporanus		
Insular	extant	Rodentia	Muridae	Leopoldamys	sabanus	2.59	391
Insular	extant	Rodentia	Muridae	Leopoldamys	edwardsi	2.48	300
Insular	extant	Rodentia	Muridae	Leptomys	elegans	1.93	84.8
Insular	extant	Rodentia	Muridae	Leptomys	ernstmayri	1.63	42.9
Insular	extant	Rodentia	Muridae	Leptomys	signatus		
Insular	extant	Rodentia	Muridae	Limnomys	sibuanus		
Insular	extant	Rodentia	Muridae	Lorentzimys	nouhuysi	1.15	14.2
Insular	extant	Rodentia	Muridae	Macrotarsomys	bastardi	1.4	25
Insular	extant	Rodentia	Muridae	Macrotarsomys	ingens	1.74	55
Insular	extant	Rodentia	Muridae	Macruromys	elegans		
Insular	extant	Rodentia	Muridae	Macruromys	major	2.54	350
Insular	extant	Rodentia	Muridae	Mallomys	aroaensis	3.22	1664
Insular	extant	Rodentia	Muridae	Mallomys	gunung	3.3	2000
Insular	extant	Rodentia	Muridae	Mallomys	istapantap	3.29	1950
Insular	extant	Rodentia	Muridae	Mallomys	rothschildi	3.06	1157.5
Insular	historical	Rodentia	Muridae	Malpaisomys	insularis		
Insular	extant	Rodentia	Muridae	Margaretamys	beccarii		
Insular	extant	Rodentia	Muridae	Margaretamys	elegans		
Insular	extant	Rodentia	Muridae	Margaretamys	parvus		
Insular	extant	Rodentia	Muridae	Maxomys	alticola		
Insular	extant	Rodentia	Muridae	Maxomys	baeodon		
Insular	extant	Rodentia	Muridae	Maxomys	bartelsii		
Insular	extant	Rodentia	Muridae	Maxomys	dollmani		
Insular	extant	Rodentia	Muridae	Maxomys	hellwaldii		
Insular	extant	Rodentia	Muridae	Maxomys	hylomyoides		
Insular	extant	Rodentia	Muridae	Maxomys	inflatus		
Insular	extant	Rodentia	Muridae	Maxomys	musschenbroekii		
Insular	extant	Rodentia	Muridae	Maxomys	ochraceiventer		
Insular	extant	Rodentia	Muridae	Maxomys	pagensis		
Insular	extant	Rodentia	Muridae	Maxomys	panglima		
Insular	extant	Rodentia	Muridae	Maxomys	surifer		
Insular	extant	Rodentia	Muridae	Maxomys	wattsi		
Insular	extant	Rodentia	Muridae	Maxomys	rajah	2.19	156.5
Insular	extant	Rodentia	Muridae	Maxomys	whiteheadi	1.76	57.7
Insular	extant	Rodentia	Muridae	Mayermys	ellermani	1.35	22.5
Insular	historical	Rodentia	Muridae	Megalomys	desmarestii		
Insular	historical	Rodentia	Muridae	Megalomys	luciae		
Insular	extant	Rodentia	Muridae	Melasmothrix	naso		
Insular	extant	Rodentia	Muridae	Melomys	aerosus		
Insular	extant	Rodentia	Muridae	Melomys	fraterculus		
Insular	extant	Rodentia	Muridae	Melomys	spechti		
Insular	extant	Rodentia	Muridae	Melomys	burtoni	1.84	68.5
Insular	extant	Rodentia	Muridae	Melomys	bougainville	1.93	86
Insular	extant	Rodentia	Muridae	Melomys	lorentzii	2.18	150
Insular	extant	Rodentia	Muridae	Melomys	lorentzii	2.18	150
Insular	extant	Rodentia	Muridae	Melomys	matambuai	2.16	145
Insular	extant	Rodentia	Muridae	Melomys	moncktoni	1.98	95.4
Insular	extant	Rodentia	Muridae	Melomys	moncktoni	1.98	95.4
Insular	extant	Rodentia	Muridae	Melomys	obiensis	1.85	71
Insular	extant	Rodentia	Muridae	Melomys	platyops	2.12	131.5
Insular	extant	Rodentia	Muridae	Melomys	rufescens	1.91	81
Insular	extant	Rodentia	Muridae	Melomys	fellowsi	1.91	81
Insular	extant	Rodentia	Muridae	Melomys	gracilis		
Insular	extant	Rodentia	Muridae	Melomys	lanosus	2.07	117.2
Insular	extant	Rodentia	Muridae	Melomys	leucogaster	2.04	108.5
Insular	extant	Rodentia	Muridae	Melomys	leucogaster	2.04	108.5
Insular	extant	Rodentia	Muridae	Melomys	levipes		
Insular	extant	Rodentia	Muridae	Melomys	mollis	1.95	90.1
Insular	extant	Rodentia	Muridae	Melomys	platyops	1.89	76.9
Insular	extant	Rodentia	Muridae	Melomys	rattoides	2.32	209.5
Insular	extant	Rodentia	Muridae	Melomys	rubex	1.67	46.6
Insular	extant	Rodentia	Muridae	Melomys	rufescens	1.78	60.1
Insular	extant	Rodentia	Muridae	Microhydromys	musseri		
Insular	extant	Rodentia	Muridae	Microhydromys	richardsoni	1.01	10.3
Insular	extant	Rodentia	Muridae	Microtus	abbreviatus		
Insular	extant	Rodentia	Muridae	Microtus	breweri		
Insular	extant	Rodentia	Muridae	Microtus	montebelli		
Insular	extant	Rodentia	Muridae	Microtus	sachalinensis		
Insular	extant	Rodentia	Muridae	Microtus	savii	1.3	20
Insular	extant	Rodentia	Muridae	Monticolomys	koopmani	1.4	25
Insular	extant	Rodentia	Muridae	Mus	booduga		
Insular	extant	Rodentia	Muridae	Mus	caroli		
Insular	extant	Rodentia	Muridae	Mus	caroli		
Insular	extant	Rodentia	Muridae	Mus	crociduroides		
Insular	extant	Rodentia	Muridae	Mus	fernandoni		
Insular	extant	Rodentia	Muridae	Mus	mayori		
Insular	extant	Rodentia	Muridae	Mus	vulcani		
Insular	extant	Rodentia	Muridae	Nectomys	palmipes		
Insular	extant	Rodentia	Muridae	Neohydromys	fuscus	1.27	18.8
Insular	extant	Rodentia	Muridae	Neotoma	varia		
Insular	extant	Rodentia	Muridae	Neotoma	bryanti	2.26	182
Insular	extant	Rodentia	Muridae	Neotoma	anthonyi	2.29	195.4
Insular	extant	Rodentia	Muridae	Neotoma	martinensis	2.39	246
Insular	extinct	Rodentia	Muridae	Neotoma	bunkeri	2.57	375
Insular	extant	Rodentia	Muridae	Nesomys	audeberti	2.33	212.5
Insular	extant	Rodentia	Muridae	Nesomys	lambertoni	2.19	155
Insular	extant	Rodentia	Muridae	Nesomys	rufus	2.21	162.5
Insular	extant	Rodentia	Muridae	Nesoryzomys	fernandinae		
Insular	historical	Rodentia	Muridae	Nesoryzomys	darwini		
Insular	historical	Rodentia	Muridae	Nesoryzomys	indefessus		
Insular	historical	Rodentia	Muridae	Nesoryzomys	swarthi		
Insular	extant	Rodentia	Muridae	Niviventer	coxingi		
Insular	extant	Rodentia	Muridae	Niviventer	culturatus		
Insular	extant	Rodentia	Muridae	Niviventer	lepturus		
Insular	extant	Rodentia	Muridae	Niviventer	rapit		
Insular	extant	Rodentia	Muridae	Niviventer	fulvescens	1.92	84
Insular	extant	Rodentia	Muridae	Niviventer	fulvescens	1.92	84
Insular	extant	Rodentia	Muridae	Niviventer	cremoriventer	1.86	73
Insular	extant	Rodentia	Muridae	Oligoryzomys	victus		
Insular	extant	Rodentia	Muridae	Oryzomys	galapagoensis		
Insular	historical	Rodentia	Muridae	Oryzomys	nelsoni		
Insular	extant	Rodentia	Muridae	Palawanomys	furvus		
Insular	extant	Rodentia	Muridae	Papagomys	armandvillei		
